dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
saugeen/W/short,q8_0,887.1681640625,887.1681640625,13.856861877441407,1.1240254107607348,0.3431159496307373,0.36846983218013396,8.530549301386337,29.785368288179683,0.8990961090668332,0.4182808981021838,0.33311709172982384,Nature,1
solar/10T/short,q8_0,22.549014408454987,22.549014408454987,2.146147983671685,0.9418057953197766,4.845172346097546,1.5312403213912407,6.345206287713338,4.7485802518705515,1.3813614810298402,0.6243142160367011,0.4917323737738673,Energy,1
solar/10T/medium,q8_0,21.37462605065251,21.37462605065251,1.9412106782929661,0.8494323911582353,2.9679458781845947,1.470027348651115,4.8682230883664745,4.623270060320131,1.0259220459590188,0.43076238349224066,0.33755564309064573,Energy,1
solar/10T/long,q8_0,19.78139501913524,19.78139501913524,1.8787728735806974,0.8202974393965029,2.3684504856382795,1.4715364376265012,4.8443834039200775,4.447628021668993,0.961283677614019,0.4060667143290883,0.3159356532445364,Energy,1
solar/D/short,q8_0,123095.07737226278,123095.07737226278,253.01642335766422,0.9872834195886425,1.0579082553984185,0.4302568725047847,4.978420019096553,350.84908062051807,0.506857465304561,0.3655225853711176,0.2753703805551314,Energy,1
solar/H/short,q8_0,757.824881546933,757.824881546933,12.131419876104495,0.936988050969253,4.4700754992226335,1.413735575518006,4.730633394055102,27.528619317846893,1.014714067254475,0.44716817294477273,0.34043126643610994,Energy,1
solar/H/medium,q8_0,865.1178223844282,865.1178223844282,13.186905983880779,1.009260709087575,4.815612506569316,1.4261612832631363,5.06991634700233,29.412885312128566,1.0595207789531595,0.4750231319285801,0.36034000121086246,Energy,1
solar/H/long,q8_0,821.9070559610706,821.9070559610706,13.431486972830495,1.0242844060836938,4.758531704396771,1.4307115968406683,5.116546485609073,28.66892143002716,0.994003840951394,0.4656941724601697,0.34429101822505753,Energy,1
solar/W/short,q8_0,2089191.9416058394,2089191.9416058394,1172.3265282846714,1.2877004937915217,0.2698049893344406,0.2273243318091818,6.5892094003558315,1445.4037296222255,0.29504303809258575,0.23930115403261418,0.18760019514126774,Energy,1
temperature_rain/D/short,q8_0,196.4231066622284,196.4231066622284,5.950845614794251,1.373714282955581,20.984834799012802,1.5372281564264463,19.51925283102418,14.015102805981424,1.6499481493180421,0.7005718648611514,0.5648869273819452,Nature,1
us_births/D/short,q8_0,152016.0,152016.0,232.83536458333333,0.3428852200295925,0.022432126998901368,0.022150680072491675,3.152257679220691,389.89229281944006,0.03654923865835114,0.021826426079679977,0.01817450575900995,Healthcare,1
us_births/M/short,q8_0,30138458.666666668,30138458.666666668,4350.032552083333,0.4914762848045524,0.013530204693476358,0.013571785574077488,4.4061410979675,5489.850514054701,0.01705143826732595,0.013511171448623573,0.011416685388903346,Healthcare,1
us_births/W/short,q8_0,2703597.1428571427,2703597.1428571427,1283.6441127232142,1.166870260854964,0.01730459289891379,0.017352926226305014,6.780448117085314,1644.2618839032737,0.022320693846832277,0.017425342963231408,0.013449183564928163,Healthcare,1
