dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
sz_taxi/15T/medium,q4_0,16.22603999732906,16.22603999732906,2.729516810229701,0.5323942574302386,8909412246946.352,0.40446137725301623,3.6996749412013203,4.02815590529079,0.37488711384455403,0.2540270791984992,0.19988624720514686,Transport,1
sz_taxi/15T/long,q4_0,15.381997863247863,15.381997863247863,2.6521128249643873,0.501167758476287,5798811550116.103,0.3943252882591423,3.5327495924078183,3.921989018756664,0.363012317269622,0.24547483882451393,0.19404911689069984,Transport,1
sz_taxi/H/short,q4_0,7.179928510616987,7.179928510616987,1.8399165226862981,0.5602618058448471,1.3177332429804354,0.2968064072377089,4.033620059982219,2.679538861561255,0.24961558008805576,0.17139957800662023,0.13537160024661254,Transport,1
bitbrains_fast_storage/5T/short,q4_0,1850745.3282061778,1850745.3282061778,158.54173874547178,0.7559811337951525,1.6196132350963723,0.7725804336267517,15.272151035280713,1360.4210113807335,4.271385470505939,0.4977818437682408,0.38381724307137444,Web/CloudOps,2
bitbrains_fast_storage/5T/medium,q4_0,3256891.768249221,3256891.768249221,233.8594766901315,1.071079088565779,0.957013888080888,0.8280049155885354,23.174976550006527,1804.6860580857883,5.483134767086736,0.710529691026967,0.5777364705268555,Web/CloudOps,2
bitbrains_fast_storage/5T/long,q4_0,4097089.1410053372,4097089.1410053372,297.5133353716281,0.971436485854849,0.9252721616058283,0.8497732156186839,18.125684183607238,2024.1267601129473,5.3491626418886815,0.7862389107215834,0.6342815166220359,Web/CloudOps,2
bitbrains_fast_storage/H/short,q4_0,2434390.7020709626,2434390.7020709626,263.4418939413413,1.2048621258186523,2.6020131743820434,0.5922229193123627,23.488636712296643,1560.253409568767,4.44722897937328,0.7508949622745743,0.5855400832266161,Web/CloudOps,2
bitbrains_rnd/5T/short,q4_0,1822294.196252419,1822294.196252419,125.18080902351677,1.799541608571875,1.0347470208439105,0.7130465855638648,56.9772028807879,1349.923774237797,5.523498327543184,0.5122037277047741,0.4028084289232251,Web/CloudOps,2
bitbrains_rnd/5T/medium,q4_0,2310638.892237528,2310638.892237528,152.0235945782671,4.567145281422597,0.5947216528767589,0.7459171737835595,164.99744731102774,1520.078580941633,6.395745319140659,0.6396407433230079,0.6154836679856976,Web/CloudOps,2
bitbrains_rnd/5T/long,q4_0,2322777.8867266523,2322777.8867266523,160.8563654287782,3.5698009127194736,0.9161004725807137,0.7298089232621567,121.95877908545921,1524.066234363406,5.838354631030218,0.6162045223868294,0.5853854386359686,Web/CloudOps,2
bitbrains_rnd/H/short,q4_0,1791004.0649588678,1791004.0649588678,136.843442308512,5.950139770847924,0.9312479904340816,0.5719101467383271,200.92828670402017,1338.2840001131553,5.856985820742126,0.598893882908807,0.5932059519329216,Web/CloudOps,2
bizitobs_application/10S/short,q4_0,593259.0933333334,593259.0933333334,401.8384027777778,1.2529680306294997,0.017726003858778212,0.017954864901673858,11.198372400925871,770.2331421935396,0.029704813584548233,0.015497301001139155,0.012082054530485057,Web/CloudOps,2
bizitobs_application/10S/medium,q4_0,4201693.866666666,4201693.866666666,1119.4977083333333,2.4861149844884425,0.035751024881998696,0.03652259588767585,37.552303164456255,2049.8033726839913,0.08048974551350281,0.04395938012762317,0.038459098519620316,Web/CloudOps,2
bizitobs_application/10S/long,q4_0,5836679.9644444445,5836679.9644444445,1473.2455555555555,3.1875868743144036,0.0457977040608724,0.04682768961362402,59.399350808387325,2415.922176818708,0.09317246164297502,0.05681719234699667,0.051628267478635755,Web/CloudOps,2
bizitobs_l2c/5T/short,q4_0,20.158623976934525,20.158623976934525,2.5872381301153276,0.2696776828856404,0.1465412353591187,0.20675214703115433,2.2834933967614828,4.489835629166676,0.15419912898869875,0.08885622973778645,0.07155387394683399,Web/CloudOps,7
bizitobs_l2c/5T/medium,q4_0,113.65960884353741,113.65960884353741,6.242082536139455,0.6264951312869552,0.42520585320629123,0.7269899171530247,3.8762648961145745,10.661126058889717,0.5609320093459021,0.32842533519993994,0.25475638673503614,Web/CloudOps,7
bizitobs_l2c/5T/long,q4_0,152.89684523809524,152.89684523809524,7.068517485119048,0.7065582662567073,0.5329021906292457,0.8506094554249146,4.399474672913867,12.365146389675104,0.694284483853197,0.39688668933681126,0.31571566782790456,Web/CloudOps,7
bizitobs_l2c/H/short,q4_0,62.67897445436508,62.67897445436508,4.760756719680059,0.4849564205509147,0.4062873236566996,0.6305885515795691,2.639573594757345,7.917005396888718,0.42674686669354467,0.25661697969943426,0.19850357604026778,Web/CloudOps,7
bizitobs_l2c/H/medium,q4_0,80.02581845238095,80.02581845238095,5.025652204241071,0.5172927953507378,0.4768144973554827,0.7787510699789761,3.681293266063829,8.945715088933973,0.5416766363958898,0.3043108744941369,0.2455839203896286,Web/CloudOps,7
bizitobs_l2c/H/long,q4_0,88.0171130952381,88.0171130952381,5.309722222222222,0.5665121074811497,0.5528794882264041,0.7770587701028286,4.387000834991199,9.381743606347282,0.5730639768551952,0.32433315813538505,0.26125464632901296,Web/CloudOps,7
bizitobs_service/10S/short,q4_0,3057.605502645503,3057.605502645503,22.12547123015873,0.8408501075831339,0.08146962322255291,0.07280647197297115,7.629239338990084,55.29561919940406,0.04096476245943109,0.016391256420837715,0.013001494427538954,Web/CloudOps,2
bizitobs_service/10S/medium,q4_0,18968.80507936508,18968.80507936508,41.52295386904762,1.174148929223292,0.10289622473338293,0.08928726848839547,11.266439924188818,137.72728516661135,0.10365680037497993,0.03125115357480962,0.02419550979700497,Web/CloudOps,2
bizitobs_service/10S/long,q4_0,115985.5001058201,115985.5001058201,78.37303571428572,1.4464408018181791,0.11509055162863757,0.10662975226168667,18.406055677727448,340.5664400756776,0.25230250644348623,0.058061250380117356,0.05063845132451704,Web/CloudOps,2
car_parts/M/short,q4_0,1.3627066259382887,1.3627066259382887,0.4640242352466018,0.8470464985473983,0.8115529417813341,1.887572369618303,12.309944110661819,1.1673502584649942,2.79918617249634,1.1126825163113003,0.965128747953549,Sales,1
covid_deaths/D/short,q4_0,1072956.8882205514,1072956.8882205514,187.69777568922305,42.03337641154902,0.11251914248431415,0.3954257175499402,895.1353675929644,1035.836323084179,0.38973845751968206,0.0706222015454928,0.06177288675191393,Healthcare,1
electricity/15T/short,q4_0,161344.99752252252,161344.99752252252,58.10307326858108,1.0906809838165428,0.17709928753633825,0.17706138851977005,12.612366112309806,401.67772843726664,0.7917859813178911,0.11453261066908721,0.09544846509385765,Energy,1
electricity/15T/medium,q4_0,264448.01554054057,264448.01554054057,54.93043834459459,0.8589333598027029,0.13083490651411547,0.13466753518946736,7.470407638825271,514.2450928696749,0.8860960751741627,0.09465067630130398,0.07667507905426438,Energy,1
electricity/15T/long,q4_0,362324.61651651654,362324.61651651654,61.242712462462464,0.9072746569067778,0.13407191689297135,0.13667361418686647,7.573850977909933,601.9340632631755,0.9496247477518942,0.09661788379033841,0.0780438293946722,Energy,1
electricity/D/short,q4_0,1234158894.0707748,1234158894.0707748,4147.601297297298,1.3899582034406517,0.24932857792929156,0.09415195278561136,11.508104664154418,35130.59769020127,0.5773124219166031,0.06815886741246699,0.05390325109091498,Energy,1
electricity/H/short,q4_0,1633201.7843243242,1633201.7843243242,173.29429300394145,0.9512330779853945,0.17961534003602514,0.12733063430910993,10.811116622676462,1277.967833837896,0.6032920790045698,0.08180728148063561,0.0669789282146504,Energy,1
electricity/H/medium,q4_0,4754534.771891892,4754534.771891892,232.93247466216215,1.0658424230021386,0.2172043754761176,0.1303425851872112,8.869133922213305,2180.4895716081496,0.8511169512136972,0.0909212225798018,0.072062984340837,Energy,1
electricity/H/long,q4_0,5799863.723435435,5799863.723435435,250.78058858858859,1.1499306824944002,0.2934419517366805,0.1391727312531037,9.696678886693016,2408.2906227105223,0.9498291092879494,0.09890778996503131,0.07816294922156465,Energy,1
electricity/W/short,q4_0,62774903374.41441,62774903374.41441,31106.084684684683,1.531219064760466,0.24608719758487307,0.09867453753118473,12.753199310735202,250549.2034998603,0.5716706008786677,0.07097382020887698,0.05752140616703602,Energy,1
ett1/15T/short,q4_0,5.264994884672619,5.264994884672619,1.088517833891369,0.6967138557284541,0.49197313173531493,0.23552274368545287,5.131090699617811,2.2945576664517757,0.43376691028174474,0.20577518033084483,0.16356687125272423,Energy,7
ett1/15T/medium,q4_0,11.094573412698413,11.094573412698413,1.6716663566468255,1.0472096769034356,0.7106162958011094,0.40823655117999397,7.206976644850361,3.330851754836653,0.6348636378269874,0.31862126042467337,0.24792129659682954,Energy,7
ett1/15T/long,q4_0,12.097743055555556,12.097743055555556,1.742025359623016,1.100229578273798,0.7642858984522555,0.4263800800664108,7.277195760130754,3.478180998101674,0.6629447372640036,0.33203175595888085,0.25807553056600896,Energy,7
ett1/D/short,q4_0,50377.76190476191,50377.76190476191,151.0209449404762,1.8500771331833747,0.9200386168464781,0.5237670126393623,10.710422696581674,224.44990956728387,0.5895251325580338,0.396661521302083,0.3004227304211467,Energy,7
ett1/H/short,q4_0,106.89210379464286,106.89210379464286,5.348738025483631,0.8741162002984341,0.470316641671317,0.2779695381299744,6.209791736641521,10.338863757427257,0.4825570696026858,0.24964748624292885,0.19208276613015907,Energy,7
ett1/H/medium,q4_0,170.9051525297619,170.9051525297619,8.167891438802084,1.4807323707892344,4919107315794.444,0.482404158711609,10.147352375313252,13.073069743933974,0.6261691208678154,0.3912226815703804,0.2999862207074934,Energy,7
ett1/H/long,q4_0,185.35102513227514,185.35102513227514,8.397868096891534,1.5005354345184627,4319559882732.9004,0.49332342950638836,9.310348518121751,13.614368333943192,0.651962612837894,0.4021557146406087,0.30594933735150875,Energy,7
ett1/W/short,q4_0,1207450.4285714286,1207450.4285714286,888.5315290178571,1.552498966463986,0.6679940904889788,0.5607081493692944,8.846961351106625,1098.840492779288,0.43725485892588184,0.3535679026436623,0.2565028493779708,Energy,7
ett2/15T/short,q4_0,6.961244419642857,6.961244419642857,1.7003210158575148,0.7332816720522419,0.10338464605793878,0.12454611168599614,5.234954626951806,2.63841702913752,0.12525504242534868,0.08072028743976258,0.06340279505513997,Energy,7
ett2/15T/medium,q4_0,11.221602182539682,11.221602182539682,2.1280000620039683,0.8889597825688315,0.1343315950354199,0.16826417040907235,6.8038106654825246,3.349865994713771,0.1785204107577802,0.11340496776916295,0.09090010880035357,Energy,7
ett2/15T/long,q4_0,11.361568700396825,11.361568700396825,2.1648837425595238,0.915147974365966,0.14012305014208268,0.17524866287577387,7.373104341419036,3.3706926143445393,0.17963029894347118,0.11537056574037348,0.09408929887938826,Energy,7
ett2/D/short,q4_0,105822.94603174603,105822.94603174603,203.70126488095238,1.3961909277288957,0.39826725551060266,0.14668317061070887,12.868783054884485,325.30438981321174,0.18618028515691817,0.11658360836795681,0.09710520280167506,Energy,7
ett2/H/short,q4_0,101.93545386904762,101.93545386904762,6.198828125,0.7202935960713218,0.11891978308347462,0.1078209525775619,5.11479039233746,10.09630892301972,0.12804928914763142,0.07861838826512346,0.06223068000110015,Energy,7
ett2/H/medium,q4_0,228.68575148809524,228.68575148809524,9.284964425223214,1.0161645688483831,0.17156606940819125,0.16517985223785583,7.172425898324461,15.122359322807247,0.20378350392995515,0.12512085872627735,0.1000529268169823,Energy,7
ett2/H/long,q4_0,249.4339451058201,249.4339451058201,9.505140128968254,1.056576477859985,0.18204267466521587,0.17355139714231912,8.254140064451931,15.79347792938022,0.21627952468452172,0.13016557837008996,0.10584555854999218,Energy,7
ett2/W/short,q4_0,3400957.714285714,3400957.714285714,1321.528041294643,0.9247737227207645,0.15215694904327393,0.17428407019260259,7.966871353356754,1844.1685699213383,0.15469747018906624,0.11085594240493601,0.08958608211960688,Energy,7
hierarchical_sales/D/short,q4_0,28.484265192228193,28.484265192228193,2.3040247778007443,0.7437141081681337,0.6421925241881993,1.0680163453853015,7.120434329408779,5.337065222781917,1.6373525059175713,0.7068492862940557,0.5708548352562368,Sales,1
hierarchical_sales/W/short,q4_0,455.55594544491527,455.55594544491527,8.977733547404661,0.7304636342299793,0.5483309797920349,0.45953763284507537,6.78663800295059,21.343756591680744,0.9799023051319379,0.41217213849745277,0.35460539541543806,Sales,1
hospital/M/short,q4_0,3550.2501086484135,3550.2501086484135,19.492552490764886,0.7800622184811593,0.1906158964512712,0.1756418457507636,5.318731786671426,59.58397526725129,0.21630366646345447,0.07076249198836464,0.055420074966806725,Healthcare,1
jena_weather/10T/short,q4_0,791.4660218253969,791.4660218253969,5.389371744791666,0.27596174925515454,0.3888797529928719,0.5444990580302017,2.368685883731381,28.133005915212774,0.17474123989094242,0.03347475572842587,0.027824718199213054,Nature,21
jena_weather/10T/medium,q4_0,1424.3640692640693,1424.3640692640693,9.310697375541126,0.6016212033269883,0.9230722370996985,0.6430660407680708,5.349594677363382,37.74074812803887,0.23161432607132634,0.05713959062427529,0.04740529499072822,Nature,21
jena_weather/10T/long,q4_0,1407.9222222222222,1407.9222222222222,9.65785900297619,0.6624479231923536,0.9509647927017129,0.6356189686016988,5.750030625836549,37.522289671903316,0.2296053245044501,0.059098095286467374,0.04872697528810911,Nature,21
jena_weather/D/short,q4_0,365.8653273809524,365.8653273809524,9.538653273809524,1.076961987810809,0.6155706880056313,0.46370942136024335,6.945732846937199,19.127606420588865,0.115179453275043,0.057438282914217174,0.04574488092030387,Nature,21
jena_weather/H/short,q4_0,1062.2856098579782,1062.2856098579782,8.524269658521304,0.5401405911576884,1.8584302279374365,0.6079710574486179,4.614653506267613,32.59272326544651,0.19979129540174217,0.05225322424147568,0.042489854740175685,Nature,21
jena_weather/H/medium,q4_0,1333.042757936508,1333.042757936508,10.556124441964286,0.773189998241578,2.902603176130532,0.6624320014512465,6.406753568409755,36.51085808271983,0.22341641592182987,0.06459479762171616,0.05275919067371119,Nature,21
jena_weather/H/long,q4_0,1256.2948412698413,1256.2948412698413,11.061342592592593,0.8430406251810187,2.675656917304593,0.6410918060170203,6.570662243199548,35.444249763111664,0.21341367441462875,0.06660154418336824,0.05420491723773632,Nature,21
kdd_cup_2018/D/short,q4_0,3000.6691934304145,3000.6691934304145,21.784107154731032,1.2233463537627116,0.5148245421279672,0.47920426640763386,9.535539397410096,54.7783642821727,1.2270934875488706,0.4879871162990659,0.3860497769400758,Nature,1
kdd_cup_2018/H/short,q4_0,4261.352850350822,4261.352850350822,21.887818687114127,0.9131062071537998,0.8616913620885303,0.48422896435924995,7.060774324470809,65.279038368766,1.3664085008655256,0.45815168646519094,0.3640219373343299,Nature,1
kdd_cup_2018/H/medium,q4_0,5040.819542504596,5040.819542504596,24.656000842500646,1.0159252054143666,0.998682973312209,0.5410948077048459,8.15752011652226,70.99872916119412,1.4861319860326627,0.5160947517313592,0.4107892918846802,Nature,1
kdd_cup_2018/H/long,q4_0,3953.85693779624,3953.85693779624,23.623058512663974,0.9985257123410793,1.118234126402766,0.5935558527068198,7.3505932812754935,62.879702112814115,1.4754119018020555,0.5542924109916867,0.4355659955240738,Nature,1
m4_daily/D/short,q4_0,388119.9370036162,388119.9370036162,178.72046093987632,3.3906111386968756,0.03782682403674811,0.031056655383162032,27.228151414181326,622.9927262846784,0.09623515952091989,0.027607372193206164,0.02197928112463772,Econ/Fin,1
m4_hourly/H/short,q4_0,1188434.653784219,1188434.653784219,204.87293679549114,0.9631182710545924,0.09750690552347524,0.09547412539383421,7.646030786555126,1090.1535001018062,0.1488300317734212,0.027969681049448147,0.022158369782957252,Econ/Fin,1
m4_monthly/M/short,q4_0,1914961.600962963,1914961.600962963,571.8495253182871,0.9803447352442741,0.15871784856584337,0.1338993253532827,8.20098103689013,1383.8213761042148,0.28760558588944546,0.11884996185908123,0.09561278905348172,Econ/Fin,1
m4_quarterly/Q/short,q4_0,1921356.6266666667,1921356.6266666667,599.7601393229166,1.304757393257531,0.11888502216339111,0.10906006034146241,9.844726099405994,1386.1300900949618,0.23201376812417412,0.10038928588979437,0.07981501572707911,Econ/Fin,1
m4_weekly/W/short,q4_0,301708.4242554103,301708.4242554103,287.0033211913435,2.350199609261907,0.06706726584261838,0.06801498155942322,15.17740948298459,549.279914301816,0.1000702880086986,0.05228755733327171,0.040604013033031135,Econ/Fin,1
m4_yearly/A/short,q4_0,4276491.841327878,4276491.841327878,1028.4403655581673,3.9411559678140837,0.1823583947004007,0.17284534728440235,32.23805297179795,2067.9680464958537,0.33160826199836535,0.1649151797918707,0.13141917051025814,Econ/Fin,1
restaurant/D/short,q4_0,137.80986737648269,137.80986737648269,7.021518486737648,0.6737530504626612,0.6309944082288456,0.3893197117237734,4.58298269423754,11.739244753240419,0.54026724310093,0.32314654945454074,0.2531964104713966,Sales,1
saugeen/D/short,q4_0,1318.8730208333334,1318.8730208333334,13.587818196614583,3.0189987375564864,0.28684125264485677,0.3456713569282284,29.10561362728188,36.31629139702089,1.1762933312658708,0.440112668895534,0.3538387269992162,Nature,1
saugeen/M/short,q4_0,391.0360863095238,391.0360863095238,12.544648670014881,0.7351749950679802,0.3631125404721215,0.3555144521912729,5.074403448894908,19.774632393789872,0.5936937878031316,0.376627986667381,0.2903335010779716,Nature,1
saugeen/W/short,q4_0,891.5373046875,891.5373046875,13.839842224121094,1.122660615504738,0.34526820182800294,0.3703666355524587,9.33044258324065,29.858621948902798,0.9013073317280347,0.4177671457144373,0.3342117426939154,Nature,1
solar/10T/short,q4_0,22.761953505170315,22.761953505170315,2.193634701471259,0.9632250827936962,4.938713163539147,1.533279224103145,6.202025608994726,4.770948910350048,1.3878685213591506,0.6381280971021052,0.49876937019123146,Energy,1
solar/10T/medium,q4_0,21.606384787657596,21.606384787657596,1.9811153851470913,0.866716675915333,2.941793324921782,1.4732205223232324,4.817866950874514,4.648266858481513,1.0314689350607933,0.4396173969275458,0.3411808645442267,Energy,1
solar/10T/long,q4_0,20.32917054757198,20.32917054757198,1.9454926254878853,0.849560452121474,2.2955050659492935,1.4779672518812736,4.980543532496664,4.50878814622865,0.9745024605638521,0.4204871218295269,0.32714257400179886,Energy,1
solar/D/short,q4_0,121070.96447688564,121070.96447688564,253.5310218978102,0.9893053356394749,1.0455969149178832,0.4319591532257421,5.033477640982781,347.9525319305575,0.5026729386570119,0.36626600505244183,0.2747018154220683,Energy,1
solar/H/short,q4_0,762.8280829811756,762.8280829811756,12.286671678912153,0.9489711024142546,4.794749930680715,1.4083736238672593,4.873386964171072,27.61934255157381,1.0180581558346762,0.4528908060509459,0.3483515840153475,Energy,1
solar/H/medium,q4_0,863.8486618004866,863.8486618004866,13.09968540906326,1.0028602135595919,5.069472859341567,1.4158081714707755,5.30108640086425,29.391302485607653,1.0587433151673127,0.47188124324983516,0.3654797926356445,Energy,1
solar/H/long,q4_0,839.3294403892944,839.3294403892944,13.469827149229522,1.0267014378549293,5.308864440096773,1.4228600641463485,5.283032840237028,28.97118293044477,1.0044837989477262,0.46702349636572377,0.35124841178745,Energy,1
solar/W/short,q4_0,2063910.306569343,2063910.306569343,1167.9731979927008,1.2836148037773747,0.26887495500327896,0.22673718035777068,6.648149395182598,1436.6315834511445,0.29325242374459015,0.23841253048139419,0.18718301377726687,Energy,1
temperature_rain/D/short,q4_0,197.5080035572617,197.5080035572617,5.959496151574022,1.3826858574495848,19.80774625293397,1.5507167286885961,19.737610709343524,14.053754073458867,1.6544984254113424,0.7015902617539875,0.5652578006100912,Nature,1
us_births/D/short,q4_0,154004.85333333333,154004.85333333333,235.99869791666666,0.3475217500458118,0.02274875005086263,0.022448393499130408,3.12418461220458,392.43452107750835,0.03678755192855259,0.02212296291071054,0.018363014253729812,Healthcare,1
us_births/M/short,q4_0,31671760.0,31671760.0,4433.87109375,0.5008957619575231,0.013790547847747803,0.013836240360445132,4.395082834052855,5627.766875057992,0.017479805544300304,0.013771573387436283,0.011585124225994767,Healthcare,1
us_births/W/short,q4_0,2695219.1428571427,2695219.1428571427,1274.5714285714287,1.1585984972405445,0.017200401851109097,0.017234233120465816,6.728001528650987,1641.7122594587465,0.022286082944999782,0.01730218216548775,0.013386772220956309,Healthcare,1
